inventory_id,film_id,store_id,last_update
665,143,2,2006-02-15 05:09:17.0
666,145,2,2006-02-15 05:09:17.0
667,145,2,2006-02-15 05:09:17.0
668,145,2,2006-02-15 05:09:17.0
669,146,1,2006-02-15 05:09:17.0
670,146,1,2006-02-15 05:09:17.0
671,146,1,2006-02-15 05:09:17.0
672,147,1,2006-02-15 05:09:17.0
673,147,1,2006-02-15 05:09:17.0
674,147,1,2006-02-15 05:09:17.0
675,147,2,2006-02-15 05:09:17.0
676,147,2,2006-02-15 05:09:17.0
677,147,2,2006-02-15 05:09:17.0
678,149,1,2006-02-15 05:09:17.0
679,149,1,2006-02-15 05:09:17.0
680,149,1,2006-02-15 05:09:17.0
681,149,2,2006-02-15 05:09:17.0
682,149,2,2006-02-15 05:09:17.0
683,149,2,2006-02-15 05:09:17.0
684,150,1,2006-02-15 05:09:17.0
685,150,1,2006-02-15 05:09:17.0
686,150,2,2006-02-15 05:09:17.0
687,150,2,2006-02-15 05:09:17.0
688,150,2,2006-02-15 05:09:17.0
689,150,2,2006-02-15 05:09:17.0
690,151,1,2006-02-15 05:09:17.0
691,151,1,2006-02-15 05:09:17.0
692,151,2,2006-02-15 05:09:17.0
693,151,2,2006-02-15 05:09:17.0
694,152,1,2006-02-15 05:09:17.0
695,152,1,2006-02-15 05:09:17.0
696,152,1,2006-02-15 05:09:17.0
697,152,1,2006-02-15 05:09:17.0
698,153,1,2006-02-15 05:09:17.0
699,153,1,2006-02-15 05:09:17.0
700,153,1,2006-02-15 05:09:17.0
701,153,1,2006-02-15 05:09:17.0
702,154,1,2006-02-15 05:09:17.0
703,154,1,2006-02-15 05:09:17.0
704,154,1,2006-02-15 05:09:17.0
705,154,2,2006-02-15 05:09:17.0
706,154,2,2006-02-15 05:09:17.0
707,154,2,2006-02-15 05:09:17.0
708,154,2,2006-02-15 05:09:17.0
709,155,1,2006-02-15 05:09:17.0
710,155,1,2006-02-15 05:09:17.0
711,155,2,2006-02-15 05:09:17.0
712,155,2,2006-02-15 05:09:17.0
713,155,2,2006-02-15 05:09:17.0
714,156,2,2006-02-15 05:09:17.0
715,156,2,2006-02-15 05:09:17.0
716,157,2,2006-02-15 05:09:17.0
717,157,2,2006-02-15 05:09:17.0
718,157,2,2006-02-15 05:09:17.0
719,158,1,2006-02-15 05:09:17.0
720,158,1,2006-02-15 05:09:17.0
721,158,2,2006-02-15 05:09:17.0
722,158,2,2006-02-15 05:09:17.0
723,158,2,2006-02-15 05:09:17.0
724,159,1,2006-02-15 05:09:17.0
725,159,1,2006-02-15 05:09:17.0
726,159,1,2006-02-15 05:09:17.0
727,159,1,2006-02-15 05:09:17.0
728,159,2,2006-02-15 05:09:17.0
729,159,2,2006-02-15 05:09:17.0
730,159,2,2006-02-15 05:09:17.0
731,160,1,2006-02-15 05:09:17.0
732,160,1,2006-02-15 05:09:17.0
733,160,2,2006-02-15 05:09:17.0
734,160,2,2006-02-15 05:09:17.0
735,160,2,2006-02-15 05:09:17.0
736,161,1,2006-02-15 05:09:17.0
737,161,1,2006-02-15 05:09:17.0
738,162,1,2006-02-15 05:09:17.0
739,162,1,2006-02-15 05:09:17.0
740,162,1,2006-02-15 05:09:17.0
741,162,2,2006-02-15 05:09:17.0
742,162,2,2006-02-15 05:09:17.0
743,162,2,2006-02-15 05:09:17.0
744,162,2,2006-02-15 05:09:17.0
745,163,2,2006-02-15 05:09:17.0
746,163,2,2006-02-15 05:09:17.0
747,163,2,2006-02-15 05:09:17.0
748,164,1,2006-02-15 05:09:17.0
749,164,1,2006-02-15 05:09:17.0
750,164,2,2006-02-15 05:09:17.0
751,164,2,2006-02-15 05:09:17.0
752,164,2,2006-02-15 05:09:17.0
753,165,1,2006-02-15 05:09:17.0
754,165,1,2006-02-15 05:09:17.0
755,165,1,2006-02-15 05:09:17.0
756,165,2,2006-02-15 05:09:17.0
757,165,2,2006-02-15 05:09:17.0
758,166,1,2006-02-15 05:09:17.0
759,166,1,2006-02-15 05:09:17.0
760,166,1,2006-02-15 05:09:17.0
761,166,1,2006-02-15 05:09:17.0
762,166,2,2006-02-15 05:09:17.0
763,166,2,2006-02-15 05:09:17.0
764,167,1,2006-02-15 05:09:17.0
765,167,1,2006-02-15 05:09:17.0
766,167,1,2006-02-15 05:09:17.0
767,167,1,2006-02-15 05:09:17.0
768,167,2,2006-02-15 05:09:17.0
769,167,2,2006-02-15 05:09:17.0
770,167,2,2006-02-15 05:09:17.0
771,168,1,2006-02-15 05:09:17.0
772,168,1,2006-02-15 05:09:17.0
773,169,1,2006-02-15 05:09:17.0
774,169,1,2006-02-15 05:09:17.0
775,169,2,2006-02-15 05:09:17.0
776,169,2,2006-02-15 05:09:17.0
777,170,1,2006-02-15 05:09:17.0
778,170,1,2006-02-15 05:09:17.0
779,170,2,2006-02-15 05:09:17.0
780,170,2,2006-02-15 05:09:17.0
781,170,2,2006-02-15 05:09:17.0
782,170,2,2006-02-15 05:09:17.0
783,172,1,2006-02-15 05:09:17.0
784,172,1,2006-02-15 05:09:17.0
785,172,1,2006-02-15 05:09:17.0
786,172,1,2006-02-15 05:09:17.0
787,172,2,2006-02-15 05:09:17.0
788,172,2,2006-02-15 05:09:17.0
789,172,2,2006-02-15 05:09:17.0
790,173,1,2006-02-15 05:09:17.0
791,173,1,2006-02-15 05:09:17.0
792,173,1,2006-02-15 05:09:17.0
793,173,2,2006-02-15 05:09:17.0
794,173,2,2006-02-15 05:09:17.0
795,174,1,2006-02-15 05:09:17.0
796,174,1,2006-02-15 05:09:17.0
797,174,1,2006-02-15 05:09:17.0
798,174,1,2006-02-15 05:09:17.0
799,174,2,2006-02-15 05:09:17.0
800,174,2,2006-02-15 05:09:17.0
801,174,2,2006-02-15 05:09:17.0
802,174,2,2006-02-15 05:09:17.0
803,175,1,2006-02-15 05:09:17.0
804,175,1,2006-02-15 05:09:17.0
805,175,2,2006-02-15 05:09:17.0
806,175,2,2006-02-15 05:09:17.0
807,175,2,2006-02-15 05:09:17.0
808,176,1,2006-02-15 05:09:17.0
809,176,1,2006-02-15 05:09:17.0
810,176,2,2006-02-15 05:09:17.0
811,176,2,2006-02-15 05:09:17.0
812,176,2,2006-02-15 05:09:17.0
813,176,2,2006-02-15 05:09:17.0
814,177,2,2006-02-15 05:09:17.0
815,177,2,2006-02-15 05:09:17.0
816,177,2,2006-02-15 05:09:17.0
817,178,1,2006-02-15 05:09:17.0
818,178,1,2006-02-15 05:09:17.0
819,179,1,2006-02-15 05:09:17.0
820,179,1,2006-02-15 05:09:17.0
821,179,1,2006-02-15 05:09:17.0
822,179,1,2006-02-15 05:09:17.0
823,180,2,2006-02-15 05:09:17.0
824,180,2,2006-02-15 05:09:17.0
825,181,1,2006-02-15 05:09:17.0
826,181,1,2006-02-15 05:09:17.0
827,181,1,2006-02-15 05:09:17.0
828,181,2,2006-02-15 05:09:17.0
829,181,2,2006-02-15 05:09:17.0
830,181,2,2006-02-15 05:09:17.0
831,181,2,2006-02-15 05:09:17.0
832,182,1,2006-02-15 05:09:17.0
833,182,1,2006-02-15 05:09:17.0
834,183,1,2006-02-15 05:09:17.0
835,183,1,2006-02-15 05:09:17.0
836,183,1,2006-02-15 05:09:17.0
837,183,2,2006-02-15 05:09:17.0
838,183,2,2006-02-15 05:09:17.0
839,183,2,2006-02-15 05:09:17.0
840,184,1,2006-02-15 05:09:17.0
841,184,1,2006-02-15 05:09:17.0
842,184,2,2006-02-15 05:09:17.0
843,184,2,2006-02-15 05:09:17.0
844,184,2,2006-02-15 05:09:17.0
845,185,1,2006-02-15 05:09:17.0
846,185,1,2006-02-15 05:09:17.0
847,186,1,2006-02-15 05:09:17.0
848,186,1,2006-02-15 05:09:17.0
849,186,2,2006-02-15 05:09:17.0
850,186,2,2006-02-15 05:09:17.0
851,187,2,2006-02-15 05:09:17.0
852,187,2,2006-02-15 05:09:17.0
853,187,2,2006-02-15 05:09:17.0
854,188,1,2006-02-15 05:09:17.0
855,188,1,2006-02-15 05:09:17.0
856,188,1,2006-02-15 05:09:17.0
857,189,1,2006-02-15 05:09:17.0
858,189,1,2006-02-15 05:09:17.0
859,189,2,2006-02-15 05:09:17.0
860,189,2,2006-02-15 05:09:17.0
861,189,2,2006-02-15 05:09:17.0
862,189,2,2006-02-15 05:09:17.0
863,190,2,2006-02-15 05:09:17.0
864,190,2,2006-02-15 05:09:17.0
865,190,2,2006-02-15 05:09:17.0
866,190,2,2006-02-15 05:09:17.0
867,191,1,2006-02-15 05:09:17.0
868,191,1,2006-02-15 05:09:17.0
869,191,1,2006-02-15 05:09:17.0
870,191,2,2006-02-15 05:09:17.0
871,191,2,2006-02-15 05:09:17.0
872,191,2,2006-02-15 05:09:17.0
873,193,1,2006-02-15 05:09:17.0
874,193,1,2006-02-15 05:09:17.0
875,193,1,2006-02-15 05:09:17.0
876,193,1,2006-02-15 05:09:17.0
877,193,2,2006-02-15 05:09:17.0
878,193,2,2006-02-15 05:09:17.0
879,193,2,2006-02-15 05:09:17.0
880,193,2,2006-02-15 05:09:17.0
881,194,1,2006-02-15 05:09:17.0
882,194,1,2006-02-15 05:09:17.0
883,194,2,2006-02-15 05:09:17.0
884,194,2,2006-02-15 05:09:17.0
885,196,1,2006-02-15 05:09:17.0
886,196,1,2006-02-15 05:09:17.0
887,197,1,2006-02-15 05:09:17.0
888,197,1,2006-02-15 05:09:17.0
889,199,1,2006-02-15 05:09:17.0
890,199,1,2006-02-15 05:09:17.0
891,199,1,2006-02-15 05:09:17.0
892,199,1,2006-02-15 05:09:17.0
893,199,2,2006-02-15 05:09:17.0
894,199,2,2006-02-15 05:09:17.0
895,199,2,2006-02-15 05:09:17.0
896,199,2,2006-02-15 05:09:17.0
897,200,1,2006-02-15 05:09:17.0
898,200,1,2006-02-15 05:09:17.0
899,200,1,2006-02-15 05:09:17.0
900,200,1,2006-02-15 05:09:17.0
901,200,2,2006-02-15 05:09:17.0
902,200,2,2006-02-15 05:09:17.0
903,200,2,2006-02-15 05:09:17.0
904,200,2,2006-02-15 05:09:17.0
905,201,1,2006-02-15 05:09:17.0
906,201,1,2006-02-15 05:09:17.0
907,201,1,2006-02-15 05:09:17.0
908,201,1,2006-02-15 05:09:17.0
909,202,1,2006-02-15 05:09:17.0
910,202,1,2006-02-15 05:09:17.0
911,202,1,2006-02-15 05:09:17.0
912,203,2,2006-02-15 05:09:17.0
913,203,2,2006-02-15 05:09:17.0
914,203,2,2006-02-15 05:09:17.0
915,203,2,2006-02-15 05:09:17.0
916,204,1,2006-02-15 05:09:17.0
917,204,1,2006-02-15 05:09:17.0
918,204,1,2006-02-15 05:09:17.0
919,204,1,2006-02-15 05:09:17.0
920,204,2,2006-02-15 05:09:17.0
921,204,2,2006-02-15 05:09:17.0
922,205,1,2006-02-15 05:09:17.0
923,205,1,2006-02-15 05:09:17.0
924,205,1,2006-02-15 05:09:17.0
925,205,1,2006-02-15 05:09:17.0
926,206,1,2006-02-15 05:09:17.0
927,206,1,2006-02-15 05:09:17.0
928,206,1,2006-02-15 05:09:17.0
929,206,1,2006-02-15 05:09:17.0
930,206,2,2006-02-15 05:09:17.0
931,206,2,2006-02-15 05:09:17.0
932,206,2,2006-02-15 05:09:17.0
933,206,2,2006-02-15 05:09:17.0
934,207,1,2006-02-15 05:09:17.0
935,207,1,2006-02-15 05:09:17.0
936,207,1,2006-02-15 05:09:17.0
937,207,1,2006-02-15 05:09:17.0
938,208,1,2006-02-15 05:09:17.0
939,208,1,2006-02-15 05:09:17.0
940,208,1,2006-02-15 05:09:17.0
941,209,1,2006-02-15 05:09:17.0
942,209,1,2006-02-15 05:09:17.0
943,209,1,2006-02-15 05:09:17.0
944,209,1,2006-02-15 05:09:17.0
945,210,2,2006-02-15 05:09:17.0
946,210,2,2006-02-15 05:09:17.0
947,210,2,2006-02-15 05:09:17.0
948,211,1,2006-02-15 05:09:17.0
949,211,1,2006-02-15 05:09:17.0
950,212,1,2006-02-15 05:09:17.0
951,212,1,2006-02-15 05:09:17.0
952,212,1,2006-02-15 05:09:17.0
953,212,2,2006-02-15 05:09:17.0
954,212,2,2006-02-15 05:09:17.0
955,213,1,2006-02-15 05:09:17.0
956,213,1,2006-02-15 05:09:17.0
957,213,1,2006-02-15 05:09:17.0
958,213,1,2006-02-15 05:09:17.0
959,214,2,2006-02-15 05:09:17.0
960,214,2,2006-02-15 05:09:17.0
961,214,2,2006-02-15 05:09:17.0
962,214,2,2006-02-15 05:09:17.0
963,215,1,2006-02-15 05:09:17.0
964,215,1,2006-02-15 05:09:17.0
965,215,1,2006-02-15 05:09:17.0
966,215,2,2006-02-15 05:09:17.0
967,215,2,2006-02-15 05:09:17.0
968,215,2,2006-02-15 05:09:17.0
969,216,1,2006-02-15 05:09:17.0
970,216,1,2006-02-15 05:09:17.0
971,216,2,2006-02-15 05:09:17.0
972,216,2,2006-02-15 05:09:17.0
973,216,2,2006-02-15 05:09:17.0
974,218,1,2006-02-15 05:09:17.0
975,218,1,2006-02-15 05:09:17.0
976,218,1,2006-02-15 05:09:17.0
977,218,1,2006-02-15 05:09:17.0
978,218,2,2006-02-15 05:09:17.0
979,218,2,2006-02-15 05:09:17.0
980,218,2,2006-02-15 05:09:17.0
981,219,1,2006-02-15 05:09:17.0
982,219,1,2006-02-15 05:09:17.0
983,219,1,2006-02-15 05:09:17.0
984,219,1,2006-02-15 05:09:17.0
985,220,1,2006-02-15 05:09:17.0
986,220,1,2006-02-15 05:09:17.0
987,220,1,2006-02-15 05:09:17.0
988,220,1,2006-02-15 05:09:17.0
989,220,2,2006-02-15 05:09:17.0
990,220,2,2006-02-15 05:09:17.0
991,220,2,2006-02-15 05:09:17.0
992,220,2,2006-02-15 05:09:17.0
993,222,1,2006-02-15 05:09:17.0
994,222,1,2006-02-15 05:09:17.0
995,222,2,2006-02-15 05:09:17.0
996,222,2,2006-02-15 05:09:17.0
997,222,2,2006-02-15 05:09:17.0
998,222,2,2006-02-15 05:09:17.0
999,223,2,2006-02-15 05:09:17.0
1000,223,2,2006-02-15 05:09:17.0
1001,224,1,2006-02-15 05:09:17.0
1002,224,1,2006-02-15 05:09:17.0
1003,225,1,2006-02-15 05:09:17.0
1004,225,1,2006-02-15 05:09:17.0
1005,225,1,2006-02-15 05:09:17.0
1006,226,1,2006-02-15 05:09:17.0
1007,226,1,2006-02-15 05:09:17.0
1008,226,2,2006-02-15 05:09:17.0
1009,226,2,2006-02-15 05:09:17.0
1010,226,2,2006-02-15 05:09:17.0
1011,227,1,2006-02-15 05:09:17.0
1012,227,1,2006-02-15 05:09:17.0
1013,227,1,2006-02-15 05:09:17.0
1014,227,2,2006-02-15 05:09:17.0
1015,227,2,2006-02-15 05:09:17.0
1016,228,1,2006-02-15 05:09:17.0
1017,228,1,2006-02-15 05:09:17.0
1018,228,1,2006-02-15 05:09:17.0
1019,228,2,2006-02-15 05:09:17.0
1020,228,2,2006-02-15 05:09:17.0
1021,228,2,2006-02-15 05:09:17.0
1022,228,2,2006-02-15 05:09:17.0
1023,229,1,2006-02-15 05:09:17.0
1024,229,1,2006-02-15 05:09:17.0
1025,229,2,2006-02-15 05:09:17.0
1026,229,2,2006-02-15 05:09:17.0
1027,230,1,2006-02-15 05:09:17.0
1028,230,1,2006-02-15 05:09:17.0
1029,231,1,2006-02-15 05:09:17.0
1030,231,1,2006-02-15 05:09:17.0
1031,231,1,2006-02-15 05:09:17.0
1032,231,1,2006-02-15 05:09:17.0
1033,231,2,2006-02-15 05:09:17.0
1034,231,2,2006-02-15 05:09:17.0
1035,231,2,2006-02-15 05:09:17.0
1036,231,2,2006-02-15 05:09:17.0
1037,232,1,2006-02-15 05:09:17.0
1038,232,1,2006-02-15 05:09:17.0
1039,232,1,2006-02-15 05:09:17.0
1040,232,2,2006-02-15 05:09:17.0
1041,232,2,2006-02-15 05:09:17.0
1042,233,1,2006-02-15 05:09:17.0
1043,233,1,2006-02-15 05:09:17.0
1044,233,1,2006-02-15 05:09:17.0
1045,233,1,2006-02-15 05:09:17.0
1046,233,2,2006-02-15 05:09:17.0
1047,233,2,2006-02-15 05:09:17.0
1048,234,1,2006-02-15 05:09:17.0
1049,234,1,2006-02-15 05:09:17.0
1050,234,1,2006-02-15 05:09:17.0
1051,234,1,2006-02-15 05:09:17.0
1052,234,2,2006-02-15 05:09:17.0
1053,234,2,2006-02-15 05:09:17.0
1054,234,2,2006-02-15 05:09:17.0
1055,235,1,2006-02-15 05:09:17.0
1056,235,1,2006-02-15 05:09:17.0
1057,235,2,2006-02-15 05:09:17.0
1058,235,2,2006-02-15 05:09:17.0
1059,235,2,2006-02-15 05:09:17.0
1060,235,2,2006-02-15 05:09:17.0
1061,236,2,2006-02-15 05:09:17.0
1062,236,2,2006-02-15 05:09:17.0
1063,236,2,2006-02-15 05:09:17.0
1064,236,2,2006-02-15 05:09:17.0
1065,237,1,2006-02-15 05:09:17.0
1066,237,1,2006-02-15 05:09:17.0
1067,238,1,2006-02-15 05:09:17.0
1068,238,1,2006-02-15 05:09:17.0
1069,239,1,2006-02-15 05:09:17.0
1070,239,1,2006-02-15 05:09:17.0
1071,239,1,2006-02-15 05:09:17.0
1072,239,1,2006-02-15 05:09:17.0
1073,239,2,2006-02-15 05:09:17.0
1074,239,2,2006-02-15 05:09:17.0
1075,239,2,2006-02-15 05:09:17.0
1076,239,2,2006-02-15 05:09:17.0
1077,240,2,2006-02-15 05:09:17.0
1078,240,2,2006-02-15 05:09:17.0
1079,240,2,2006-02-15 05:09:17.0
1080,241,1,2006-02-15 05:09:17.0
1081,241,1,2006-02-15 05:09:17.0
1082,241,1,2006-02-15 05:09:17.0
1083,241,1,2006-02-15 05:09:17.0
1084,242,1,2006-02-15 05:09:17.0
1085,242,1,2006-02-15 05:09:17.0
1086,242,2,2006-02-15 05:09:17.0
1087,242,2,2006-02-15 05:09:17.0
1088,242,2,2006-02-15 05:09:17.0
1089,243,1,2006-02-15 05:09:17.0
1090,243,1,2006-02-15 05:09:17.0
1091,243,2,2006-02-15 05:09:17.0
1092,243,2,2006-02-15 05:09:17.0
1093,243,2,2006-02-15 05:09:17.0
1094,243,2,2006-02-15 05:09:17.0
1095,244,1,2006-02-15 05:09:17.0
1096,244,1,2006-02-15 05:09:17.0
1097,244,1,2006-02-15 05:09:17.0
1098,244,1,2006-02-15 05:09:17.0
1099,244,2,2006-02-15 05:09:17.0
1100,244,2,2006-02-15 05:09:17.0
1101,244,2,2006-02-15 05:09:17.0
1102,245,1,2006-02-15 05:09:17.0
1103,245,1,2006-02-15 05:09:17.0
1104,245,1,2006-02-15 05:09:17.0
1105,245,2,2006-02-15 05:09:17.0
1106,245,2,2006-02-15 05:09:17.0
1107,245,2,2006-02-15 05:09:17.0
1108,245,2,2006-02-15 05:09:17.0
1109,246,2,2006-02-15 05:09:17.0
1110,246,2,2006-02-15 05:09:17.0
1111,246,2,2006-02-15 05:09:17.0
1112,247,1,2006-02-15 05:09:17.0
1113,247,1,2006-02-15 05:09:17.0
1114,247,1,2006-02-15 05:09:17.0
1115,247,2,2006-02-15 05:09:17.0
1116,247,2,2006-02-15 05:09:17.0
1117,247,2,2006-02-15 05:09:17.0
1118,247,2,2006-02-15 05:09:17.0
1119,248,2,2006-02-15 05:09:17.0
1120,248,2,2006-02-15 05:09:17.0
1121,249,1,2006-02-15 05:09:17.0
1122,249,1,2006-02-15 05:09:17.0
1123,249,2,2006-02-15 05:09:17.0
1124,249,2,2006-02-15 05:09:17.0
1125,249,2,2006-02-15 05:09:17.0
1126,249,2,2006-02-15 05:09:17.0
1127,250,2,2006-02-15 05:09:17.0
1128,250,2,2006-02-15 05:09:17.0
1129,250,2,2006-02-15 05:09:17.0
1130,250,2,2006-02-15 05:09:17.0
1131,251,1,2006-02-15 05:09:17.0
1132,251,1,2006-02-15 05:09:17.0
1133,251,2,2006-02-15 05:09:17.0
1134,251,2,2006-02-15 05:09:17.0
1135,251,2,2006-02-15 05:09:17.0
1136,252,1,2006-02-15 05:09:17.0
1137,252,1,2006-02-15 05:09:17.0
1138,252,1,2006-02-15 05:09:17.0
1139,252,2,2006-02-15 05:09:17.0
1140,252,2,2006-02-15 05:09:17.0
1141,252,2,2006-02-15 05:09:17.0
1142,253,1,2006-02-15 05:09:17.0
1143,253,1,2006-02-15 05:09:17.0
1144,253,1,2006-02-15 05:09:17.0
1145,253,1,2006-02-15 05:09:17.0
1146,253,2,2006-02-15 05:09:17.0
1147,253,2,2006-02-15 05:09:17.0
1148,254,1,2006-02-15 05:09:17.0
1149,254,1,2006-02-15 05:09:17.0
1150,254,2,2006-02-15 05:09:17.0
1151,254,2,2006-02-15 05:09:17.0
1152,254,2,2006-02-15 05:09:17.0
1153,255,1,2006-02-15 05:09:17.0
1154,255,1,2006-02-15 05:09:17.0
1155,255,1,2006-02-15 05:09:17.0
1156,255,1,2006-02-15 05:09:17.0
1157,255,2,2006-02-15 05:09:17.0
1158,255,2,2006-02-15 05:09:17.0
1159,256,2,2006-02-15 05:09:17.0
1160,256,2,2006-02-15 05:09:17.0
1161,256,2,2006-02-15 05:09:17.0
1162,257,2,2006-02-15 05:09:17.0
1163,257,2,2006-02-15 05:09:17.0
1164,257,2,2006-02-15 05:09:17.0
1165,258,2,2006-02-15 05:09:17.0
1166,258,2,2006-02-15 05:09:17.0
1167,258,2,2006-02-15 05:09:17.0
1168,258,2,2006-02-15 05:09:17.0
1169,259,1,2006-02-15 05:09:17.0
1170,259,1,2006-02-15 05:09:17.0
1171,260,2,2006-02-15 05:09:17.0
1172,260,2,2006-02-15 05:09:17.0
1173,260,2,2006-02-15 05:09:17.0
1174,260,2,2006-02-15 05:09:17.0
1175,261,1,2006-02-15 05:09:17.0
1176,261,1,2006-02-15 05:09:17.0
1177,262,2,2006-02-15 05:09:17.0
1178,262,2,2006-02-15 05:09:17.0
1179,263,1,2006-02-15 05:09:17.0
1180,263,1,2006-02-15 05:09:17.0
1181,263,1,2006-02-15 05:09:17.0
1182,263,1,2006-02-15 05:09:17.0
1183,263,2,2006-02-15 05:09:17.0
1184,263,2,2006-02-15 05:09:17.0
1185,263,2,2006-02-15 05:09:17.0
1186,264,2,2006-02-15 05:09:17.0
1187,264,2,2006-02-15 05:09:17.0
1188,265,1,2006-02-15 05:09:17.0
1189,265,1,2006-02-15 05:09:17.0
1190,265,1,2006-02-15 05:09:17.0
1191,265,1,2006-02-15 05:09:17.0
1192,266,1,2006-02-15 05:09:17.0
1193,266,1,2006-02-15 05:09:17.0
1194,266,1,2006-02-15 05:09:17.0
1195,266,1,2006-02-15 05:09:17.0
1196,266,2,2006-02-15 05:09:17.0
1197,266,2,2006-02-15 05:09:17.0
1198,266,2,2006-02-15 05:09:17.0
1199,266,2,2006-02-15 05:09:17.0
1200,267,1,2006-02-15 05:09:17.0
1201,267,1,2006-02-15 05:09:17.0
1202,267,1,2006-02-15 05:09:17.0
1203,267,1,2006-02-15 05:09:17.0
1204,267,2,2006-02-15 05:09:17.0
1205,267,2,2006-02-15 05:09:17.0
1206,268,2,2006-02-15 05:09:17.0
1207,268,2,2006-02-15 05:09:17.0
1208,269,1,2006-02-15 05:09:17.0
1209,269,1,2006-02-15 05:09:17.0
1210,269,2,2006-02-15 05:09:17.0
1211,269,2,2006-02-15 05:09:17.0
1212,269,2,2006-02-15 05:09:17.0
1213,269,2,2006-02-15 05:09:17.0
1214,270,1,2006-02-15 05:09:17.0
1215,270,1,2006-02-15 05:09:17.0
1216,270,1,2006-02-15 05:09:17.0
1217,270,2,2006-02-15 05:09:17.0
1218,270,2,2006-02-15 05:09:17.0
1219,270,2,2006-02-15 05:09:17.0
1220,270,2,2006-02-15 05:09:17.0
1221,271,1,2006-02-15 05:09:17.0
1222,271,1,2006-02-15 05:09:17.0
1223,271,1,2006-02-15 05:09:17.0
1224,271,2,2006-02-15 05:09:17.0
1225,271,2,2006-02-15 05:09:17.0
1226,272,1,2006-02-15 05:09:17.0
1227,272,1,2006-02-15 05:09:17.0
1228,272,1,2006-02-15 05:09:17.0
1229,272,1,2006-02-15 05:09:17.0
1230,273,1,2006-02-15 05:09:17.0
1231,273,1,2006-02-15 05:09:17.0
1232,273,1,2006-02-15 05:09:17.0
1233,273,1,2006-02-15 05:09:17.0
1234,273,2,2006-02-15 05:09:17.0
1235,273,2,2006-02-15 05:09:17.0
1236,273,2,2006-02-15 05:09:17.0
1237,274,1,2006-02-15 05:09:17.0
1238,274,1,2006-02-15 05:09:17.0
1239,274,1,2006-02-15 05:09:17.0
1240,274,2,2006-02-15 05:09:17.0
1241,274,2,2006-02-15 05:09:17.0
1242,274,2,2006-02-15 05:09:17.0
1243,274,2,2006-02-15 05:09:17.0
1244,275,1,2006-02-15 05:09:17.0
1245,275,1,2006-02-15 05:09:17.0
1246,275,1,2006-02-15 05:09:17.0
1247,275,2,2006-02-15 05:09:17.0
1248,275,2,2006-02-15 05:09:17.0
1249,276,1,2006-02-15 05:09:17.0
1250,276,1,2006-02-15 05:09:17.0
1251,276,1,2006-02-15 05:09:17.0
1252,276,1,2006-02-15 05:09:17.0
1253,277,1,2006-02-15 05:09:17.0
1254,277,1,2006-02-15 05:09:17.0
1255,277,1,2006-02-15 05:09:17.0
1256,278,1,2006-02-15 05:09:17.0
1257,278,1,2006-02-15 05:09:17.0
1258,279,1,2006-02-15 05:09:17.0
1259,279,1,2006-02-15 05:09:17.0
1260,280,1,2006-02-15 05:09:17.0
1261,280,1,2006-02-15 05:09:17.0
1262,280,1,2006-02-15 05:09:17.0
1263,280,1,2006-02-15 05:09:17.0
1264,280,2,2006-02-15 05:09:17.0
1265,280,2,2006-02-15 05:09:17.0
1266,281,1,2006-02-15 05:09:17.0
1267,281,1,2006-02-15 05:09:17.0
1268,281,2,2006-02-15 05:09:17.0
1269,281,2,2006-02-15 05:09:17.0
1270,281,2,2006-02-15 05:09:17.0
1271,281,2,2006-02-15 05:09:17.0
1272,282,1,2006-02-15 05:09:17.0
1273,282,1,2006-02-15 05:09:17.0
1274,282,1,2006-02-15 05:09:17.0
1275,282,2,2006-02-15 05:09:17.0
1276,282,2,2006-02-15 05:09:17.0
1277,282,2,2006-02-15 05:09:17.0
1278,283,1,2006-02-15 05:09:17.0
1279,283,1,2006-02-15 05:09:17.0
1280,283,1,2006-02-15 05:09:17.0
1281,284,1,2006-02-15 05:09:17.0
1282,284,1,2006-02-15 05:09:17.0
1283,284,1,2006-02-15 05:09:17.0
1284,284,2,2006-02-15 05:09:17.0
1285,284,2,2006-02-15 05:09:17.0
1286,284,2,2006-02-15 05:09:17.0
1287,284,2,2006-02-15 05:09:17.0
1288,285,1,2006-02-15 05:09:17.0
1289,285,1,2006-02-15 05:09:17.0
1290,285,1,2006-02-15 05:09:17.0
1291,285,2,2006-02-15 05:09:17.0
1292,285,2,2006-02-15 05:09:17.0
1293,285,2,2006-02-15 05:09:17.0
1294,285,2,2006-02-15 05:09:17.0
1295,286,1,2006-02-15 05:09:17.0
1296,286,1,2006-02-15 05:09:17.0
1297,286,2,2006-02-15 05:09:17.0
1298,286,2,2006-02-15 05:09:17.0
1299,286,2,2006-02-15 05:09:17.0
1300,287,1,2006-02-15 05:09:17.0
1301,287,1,2006-02-15 05:09:17.0
1302,287,2,2006-02-15 05:09:17.0
1303,287,2,2006-02-15 05:09:17.0
1304,288,1,2006-02-15 05:09:17.0
1305,288,1,2006-02-15 05:09:17.0
1306,288,2,2006-02-15 05:09:17.0
1307,288,2,2006-02-15 05:09:17.0
1308,288,2,2006-02-15 05:09:17.0
1309,288,2,2006-02-15 05:09:17.0
1310,289,1,2006-02-15 05:09:17.0
1311,289,1,2006-02-15 05:09:17.0
1312,290,1,2006-02-15 05:09:17.0
1313,290,1,2006-02-15 05:09:17.0
1314,290,1,2006-02-15 05:09:17.0
