city_id,city,country_id,last_update
549,Tychy,76,2006-02-15 04:45:25.0
550,Udaipur,44,2006-02-15 04:45:25.0
551,Udine,49,2006-02-15 04:45:25.0
552,Ueda,50,2006-02-15 04:45:25.0
553,Uijongbu,86,2006-02-15 04:45:25.0
554,Uluberia,44,2006-02-15 04:45:25.0
555,Urawa,50,2006-02-15 04:45:25.0
556,Uruapan,60,2006-02-15 04:45:25.0
557,Usak,97,2006-02-15 04:45:25.0
558,Usolje-Sibirskoje,80,2006-02-15 04:45:25.0
559,Uttarpara-Kotrung,44,2006-02-15 04:45:25.0
560,Vaduz,55,2006-02-15 04:45:25.0
561,Valencia,104,2006-02-15 04:45:25.0
562,Valle de la Pascua,104,2006-02-15 04:45:25.0
563,Valle de Santiago,60,2006-02-15 04:45:25.0
564,Valparai,44,2006-02-15 04:45:25.0
565,Vancouver,20,2006-02-15 04:45:25.0
566,Varanasi (Benares),44,2006-02-15 04:45:25.0
567,Vicente Lpez,6,2006-02-15 04:45:25.0
568,Vijayawada,44,2006-02-15 04:45:25.0
569,Vila Velha,15,2006-02-15 04:45:25.0
570,Vilnius,56,2006-02-15 04:45:25.0
571,Vinh,105,2006-02-15 04:45:25.0
572,Vitria de Santo Anto,15,2006-02-15 04:45:25.0
573,Warren,103,2006-02-15 04:45:25.0
574,Weifang,23,2006-02-15 04:45:25.0
575,Witten,38,2006-02-15 04:45:25.0
576,Woodridge,8,2006-02-15 04:45:25.0
577,Wroclaw,76,2006-02-15 04:45:25.0
578,Xiangfan,23,2006-02-15 04:45:25.0
579,Xiangtan,23,2006-02-15 04:45:25.0
580,Xintai,23,2006-02-15 04:45:25.0
581,Xinxiang,23,2006-02-15 04:45:25.0
582,Yamuna Nagar,44,2006-02-15 04:45:25.0
583,Yangor,65,2006-02-15 04:45:25.0
584,Yantai,23,2006-02-15 04:45:25.0
585,Yaound,19,2006-02-15 04:45:25.0
586,Yerevan,7,2006-02-15 04:45:25.0
587,Yinchuan,23,2006-02-15 04:45:25.0
588,Yingkou,23,2006-02-15 04:45:25.0
589,York,102,2006-02-15 04:45:25.0
590,Yuncheng,23,2006-02-15 04:45:25.0
591,Yuzhou,23,2006-02-15 04:45:25.0
592,Zalantun,23,2006-02-15 04:45:25.0
593,Zanzibar,93,2006-02-15 04:45:25.0
594,Zaoyang,23,2006-02-15 04:45:25.0
595,Zapopan,60,2006-02-15 04:45:25.0
596,Zaria,69,2006-02-15 04:45:25.0
597,Zeleznogorsk,80,2006-02-15 04:45:25.0
598,Zhezqazghan,51,2006-02-15 04:45:25.0
599,Zhoushan,23,2006-02-15 04:45:25.0
600,Ziguinchor,83,2006-02-15 04:45:25.0
