film_id,category_id,last_update
736,8,2006-02-15 05:07:09.0
737,11,2006-02-15 05:07:09.0
738,9,2006-02-15 05:07:09.0
739,7,2006-02-15 05:07:09.0
740,11,2006-02-15 05:07:09.0
741,12,2006-02-15 05:07:09.0
742,10,2006-02-15 05:07:09.0
743,2,2006-02-15 05:07:09.0
744,4,2006-02-15 05:07:09.0
745,15,2006-02-15 05:07:09.0
746,10,2006-02-15 05:07:09.0
747,10,2006-02-15 05:07:09.0
748,1,2006-02-15 05:07:09.0
749,11,2006-02-15 05:07:09.0
750,13,2006-02-15 05:07:09.0
751,13,2006-02-15 05:07:09.0
752,12,2006-02-15 05:07:09.0
753,8,2006-02-15 05:07:09.0
754,5,2006-02-15 05:07:09.0
755,3,2006-02-15 05:07:09.0
756,5,2006-02-15 05:07:09.0
757,6,2006-02-15 05:07:09.0
758,7,2006-02-15 05:07:09.0
759,13,2006-02-15 05:07:09.0
760,13,2006-02-15 05:07:09.0
761,3,2006-02-15 05:07:09.0
762,10,2006-02-15 05:07:09.0
763,15,2006-02-15 05:07:09.0
764,15,2006-02-15 05:07:09.0
765,5,2006-02-15 05:07:09.0
766,7,2006-02-15 05:07:09.0
767,12,2006-02-15 05:07:09.0
768,3,2006-02-15 05:07:09.0
769,9,2006-02-15 05:07:09.0
770,9,2006-02-15 05:07:09.0
771,7,2006-02-15 05:07:09.0
772,7,2006-02-15 05:07:09.0
773,15,2006-02-15 05:07:09.0
774,5,2006-02-15 05:07:09.0
775,7,2006-02-15 05:07:09.0
776,6,2006-02-15 05:07:09.0
777,15,2006-02-15 05:07:09.0
778,8,2006-02-15 05:07:09.0
779,15,2006-02-15 05:07:09.0
780,8,2006-02-15 05:07:09.0
781,10,2006-02-15 05:07:09.0
782,15,2006-02-15 05:07:09.0
783,16,2006-02-15 05:07:09.0
784,16,2006-02-15 05:07:09.0
785,16,2006-02-15 05:07:09.0
786,3,2006-02-15 05:07:09.0
787,16,2006-02-15 05:07:09.0
788,6,2006-02-15 05:07:09.0
789,9,2006-02-15 05:07:09.0
790,7,2006-02-15 05:07:09.0
791,6,2006-02-15 05:07:09.0
792,9,2006-02-15 05:07:09.0
793,1,2006-02-15 05:07:09.0
794,1,2006-02-15 05:07:09.0
795,8,2006-02-15 05:07:09.0
796,15,2006-02-15 05:07:09.0
797,12,2006-02-15 05:07:09.0
798,14,2006-02-15 05:07:09.0
799,11,2006-02-15 05:07:09.0
800,11,2006-02-15 05:07:09.0
801,3,2006-02-15 05:07:09.0
802,1,2006-02-15 05:07:09.0
803,7,2006-02-15 05:07:09.0
804,11,2006-02-15 05:07:09.0
805,2,2006-02-15 05:07:09.0
806,13,2006-02-15 05:07:09.0
807,10,2006-02-15 05:07:09.0
808,4,2006-02-15 05:07:09.0
809,15,2006-02-15 05:07:09.0
810,8,2006-02-15 05:07:09.0
811,16,2006-02-15 05:07:09.0
812,6,2006-02-15 05:07:09.0
813,15,2006-02-15 05:07:09.0
814,5,2006-02-15 05:07:09.0
815,4,2006-02-15 05:07:09.0
816,2,2006-02-15 05:07:09.0
817,14,2006-02-15 05:07:09.0
818,7,2006-02-15 05:07:09.0
819,12,2006-02-15 05:07:09.0
820,2,2006-02-15 05:07:09.0
821,9,2006-02-15 05:07:09.0
822,8,2006-02-15 05:07:09.0
823,1,2006-02-15 05:07:09.0
824,8,2006-02-15 05:07:09.0
825,1,2006-02-15 05:07:09.0
826,16,2006-02-15 05:07:09.0
827,7,2006-02-15 05:07:09.0
828,4,2006-02-15 05:07:09.0
829,8,2006-02-15 05:07:09.0
830,11,2006-02-15 05:07:09.0
831,14,2006-02-15 05:07:09.0
832,8,2006-02-15 05:07:09.0
833,3,2006-02-15 05:07:09.0
834,6,2006-02-15 05:07:09.0
835,10,2006-02-15 05:07:09.0
836,15,2006-02-15 05:07:09.0
837,5,2006-02-15 05:07:09.0
838,1,2006-02-15 05:07:09.0
839,14,2006-02-15 05:07:09.0
840,10,2006-02-15 05:07:09.0
841,15,2006-02-15 05:07:09.0
842,10,2006-02-15 05:07:09.0
843,4,2006-02-15 05:07:09.0
844,15,2006-02-15 05:07:09.0
845,9,2006-02-15 05:07:09.0
846,13,2006-02-15 05:07:09.0
847,13,2006-02-15 05:07:09.0
848,16,2006-02-15 05:07:09.0
849,2,2006-02-15 05:07:09.0
850,1,2006-02-15 05:07:09.0
851,15,2006-02-15 05:07:09.0
852,3,2006-02-15 05:07:09.0
853,3,2006-02-15 05:07:09.0
854,11,2006-02-15 05:07:09.0
855,6,2006-02-15 05:07:09.0
856,11,2006-02-15 05:07:09.0
857,5,2006-02-15 05:07:09.0
858,5,2006-02-15 05:07:09.0
859,2,2006-02-15 05:07:09.0
860,14,2006-02-15 05:07:09.0
861,10,2006-02-15 05:07:09.0
862,4,2006-02-15 05:07:09.0
863,14,2006-02-15 05:07:09.0
864,3,2006-02-15 05:07:09.0
865,2,2006-02-15 05:07:09.0
866,8,2006-02-15 05:07:09.0
867,8,2006-02-15 05:07:09.0
868,16,2006-02-15 05:07:09.0
869,1,2006-02-15 05:07:09.0
870,11,2006-02-15 05:07:09.0
871,5,2006-02-15 05:07:09.0
872,16,2006-02-15 05:07:09.0
873,3,2006-02-15 05:07:09.0
874,4,2006-02-15 05:07:09.0
875,15,2006-02-15 05:07:09.0
876,11,2006-02-15 05:07:09.0
877,12,2006-02-15 05:07:09.0
878,16,2006-02-15 05:07:09.0
879,12,2006-02-15 05:07:09.0
880,2,2006-02-15 05:07:09.0
881,11,2006-02-15 05:07:09.0
882,7,2006-02-15 05:07:09.0
883,3,2006-02-15 05:07:09.0
884,12,2006-02-15 05:07:09.0
885,11,2006-02-15 05:07:09.0
886,2,2006-02-15 05:07:09.0
887,2,2006-02-15 05:07:09.0
888,6,2006-02-15 05:07:09.0
889,3,2006-02-15 05:07:09.0
890,15,2006-02-15 05:07:09.0
891,4,2006-02-15 05:07:09.0
892,2,2006-02-15 05:07:09.0
893,14,2006-02-15 05:07:09.0
894,16,2006-02-15 05:07:09.0
895,4,2006-02-15 05:07:09.0
896,3,2006-02-15 05:07:09.0
897,7,2006-02-15 05:07:09.0
898,15,2006-02-15 05:07:09.0
899,4,2006-02-15 05:07:09.0
900,9,2006-02-15 05:07:09.0
901,2,2006-02-15 05:07:09.0
902,15,2006-02-15 05:07:09.0
903,16,2006-02-15 05:07:09.0
904,11,2006-02-15 05:07:09.0
905,5,2006-02-15 05:07:09.0
906,5,2006-02-15 05:07:09.0
907,7,2006-02-15 05:07:09.0
908,9,2006-02-15 05:07:09.0
909,11,2006-02-15 05:07:09.0
910,7,2006-02-15 05:07:09.0
911,1,2006-02-15 05:07:09.0
912,14,2006-02-15 05:07:09.0
913,13,2006-02-15 05:07:09.0
914,16,2006-02-15 05:07:09.0
915,1,2006-02-15 05:07:09.0
916,2,2006-02-15 05:07:09.0
917,15,2006-02-15 05:07:09.0
918,3,2006-02-15 05:07:09.0
919,10,2006-02-15 05:07:09.0
920,13,2006-02-15 05:07:09.0
921,12,2006-02-15 05:07:09.0
922,11,2006-02-15 05:07:09.0
923,7,2006-02-15 05:07:09.0
924,14,2006-02-15 05:07:09.0
925,6,2006-02-15 05:07:09.0
926,6,2006-02-15 05:07:09.0
927,1,2006-02-15 05:07:09.0
928,3,2006-02-15 05:07:09.0
929,9,2006-02-15 05:07:09.0
930,14,2006-02-15 05:07:09.0
931,16,2006-02-15 05:07:09.0
932,5,2006-02-15 05:07:09.0
933,13,2006-02-15 05:07:09.0
934,10,2006-02-15 05:07:09.0
935,13,2006-02-15 05:07:09.0
936,12,2006-02-15 05:07:09.0
937,13,2006-02-15 05:07:09.0
938,5,2006-02-15 05:07:09.0
939,5,2006-02-15 05:07:09.0
940,15,2006-02-15 05:07:09.0
941,10,2006-02-15 05:07:09.0
942,7,2006-02-15 05:07:09.0
943,6,2006-02-15 05:07:09.0
944,7,2006-02-15 05:07:09.0
945,6,2006-02-15 05:07:09.0
946,8,2006-02-15 05:07:09.0
947,9,2006-02-15 05:07:09.0
948,13,2006-02-15 05:07:09.0
949,10,2006-02-15 05:07:09.0
950,4,2006-02-15 05:07:09.0
951,4,2006-02-15 05:07:09.0
952,6,2006-02-15 05:07:09.0
953,2,2006-02-15 05:07:09.0
954,13,2006-02-15 05:07:09.0
955,3,2006-02-15 05:07:09.0
956,10,2006-02-15 05:07:09.0
957,9,2006-02-15 05:07:09.0
958,7,2006-02-15 05:07:09.0
959,3,2006-02-15 05:07:09.0
960,6,2006-02-15 05:07:09.0
961,9,2006-02-15 05:07:09.0
962,4,2006-02-15 05:07:09.0
963,2,2006-02-15 05:07:09.0
964,1,2006-02-15 05:07:09.0
965,11,2006-02-15 05:07:09.0
966,6,2006-02-15 05:07:09.0
967,14,2006-02-15 05:07:09.0
968,1,2006-02-15 05:07:09.0
969,7,2006-02-15 05:07:09.0
970,4,2006-02-15 05:07:09.0
971,9,2006-02-15 05:07:09.0
972,14,2006-02-15 05:07:09.0
973,6,2006-02-15 05:07:09.0
974,13,2006-02-15 05:07:09.0
975,8,2006-02-15 05:07:09.0
976,10,2006-02-15 05:07:09.0
977,16,2006-02-15 05:07:09.0
978,5,2006-02-15 05:07:09.0
979,7,2006-02-15 05:07:09.0
980,12,2006-02-15 05:07:09.0
981,16,2006-02-15 05:07:09.0
982,1,2006-02-15 05:07:09.0
983,12,2006-02-15 05:07:09.0
984,9,2006-02-15 05:07:09.0
985,14,2006-02-15 05:07:09.0
986,2,2006-02-15 05:07:09.0
987,12,2006-02-15 05:07:09.0
988,16,2006-02-15 05:07:09.0
989,16,2006-02-15 05:07:09.0
990,11,2006-02-15 05:07:09.0
991,1,2006-02-15 05:07:09.0
992,6,2006-02-15 05:07:09.0
993,3,2006-02-15 05:07:09.0
994,13,2006-02-15 05:07:09.0
995,11,2006-02-15 05:07:09.0
996,6,2006-02-15 05:07:09.0
997,12,2006-02-15 05:07:09.0
998,11,2006-02-15 05:07:09.0
999,3,2006-02-15 05:07:09.0
1000,5,2006-02-15 05:07:09.0
